Number of nodes 10000 
650 : 367.198192 111.373472 
651 : 378.813488 345.791019 
652 : 132.926267 351.507115 
653 : 101.044161 474.779715 
654 : 179.476431 21.124511 
655 : 296.076476 57.577864 
656 : 38.859072 320.511351 
657 : 312.763273 388.760564 
658 : 108.271605 24.035374 
659 : 51.445835 342.051496 
660 : 379.658940 212.588633 
661 : 327.475393 383.787259 
662 : 50.602379 180.753565 
663 : 292.448252 99.313642 
664 : 95.644478 452.098147 
665 : 44.652586 52.909124 
666 : 92.316539 287.169448 
667 : 326.975750 121.176538 
668 : 78.795046 360.614539 
669 : 351.313000 311.736393 
670 : 304.139546 227.538798 
671 : 350.129536 391.643027 
672 : 10.783411 168.841325 
673 : 94.938182 76.090234 
674 : 164.047976 311.967697 
675 : 164.618824 138.291099 
676 : 95.030406 7.986270 
677 : 350.383200 486.516205 
678 : 35.634205 57.140588 
679 : 266.335174 114.366248 
680 : 99.029597 55.729679 
681 : 44.914551 486.745614 
682 : 241.152511 76.889530 
683 : 387.654441 347.450879 
684 : 298.323791 61.422582 
685 : 44.853452 359.012828 
686 : 70.261253 453.980956 
687 : 129.399707 369.311218 
688 : 34.748356 116.068311 
689 : 306.050110 108.169955 
690 : 206.110129 358.268382 
691 : 66.906961 393.786451 
692 : 232.269376 203.427370 
693 : 85.462609 404.786664 
694 : 62.247573 30.658223 
695 : 239.698448 91.216186 
696 : 116.605472 137.577402 
697 : 193.913272 476.892472 
698 : 80.303741 79.732877 
699 : 39.613112 179.506157 
700 : 122.560041 165.718173 
701 : 81.080839 410.955501 
702 : 338.788805 77.362591 
703 : 279.241325 265.066823 
704 : 138.875307 191.594193 
705 : 264.244232 470.516100 
706 : 153.752221 475.784292 
707 : 217.859344 497.161349 
708 : 56.106102 188.570906 
709 : 265.258722 190.515204 
710 : 188.035282 334.693442 
711 : 175.393386 62.956175 
712 : 311.736218 208.317253 
713 : 43.705247 63.172339 
714 : 277.900489 254.298462 
715 : 24.240247 452.816100 
716 : 232.692068 350.208547 
717 : 149.669362 266.121253 
718 : 143.641441 309.983915 
719 : 286.973683 58.727754 
720 : 279.160422 67.569504 
721 : 317.983932 208.011654 
722 : 233.975542 355.520231 
723 : 182.015081 355.282846 
724 : 75.550645 304.706978 
725 : 66.252430 379.779760 
726 : 350.971786 292.231309 
727 : 171.181059 195.913566 
728 : 164.827300 496.959491 
729 : 200.153769 303.169610 
730 : 221.925162 463.503215 
731 : 170.475215 438.172243 
732 : 317.470042 44.119250 
733 : 167.282873 141.416439 
734 : 87.717115 27.114700 
735 : 260.404762 75.121382 
736 : 372.326296 374.949811 
737 : 80.060515 199.959339 
738 : 317.578013 349.752943 
739 : 156.353361 43.894962 
740 : 200.736515 331.542605 
741 : 365.337735 194.013623 
742 : 162.196827 217.317554 
743 : 255.870330 397.302101 
744 : 160.252210 150.298573 
745 : 71.857241 192.606918 
746 : 346.547776 439.472105 
747 : 355.680707 452.083960 
748 : 203.636527 392.680938 
749 : 91.336073 154.791546 
750 : 370.983328 8.198648 
751 : 80.292946 82.616659 
752 : 268.648765 128.114109 
753 : 188.128497 237.203539 
754 : 337.004972 191.070599 
755 : 10.182440 17.464464 
756 : 180.554384 497.462332 
757 : 167.560344 54.482537 
758 : 18.771014 414.388924 
759 : 370.386714 469.968668 
760 : 385.291922 417.261226 
761 : 94.642636 81.900634 
762 : 148.932022 94.078749 
763 : 263.802086 178.964769 
764 : 122.335034 337.086381 
765 : 372.573710 464.999688 
766 : 75.166902 77.309454 
767 : 284.961592 466.966493 
768 : 41.522810 406.885653 
769 : 124.927551 85.620466 
770 : 315.945040 287.780970 
771 : 57.788337 33.886548 
772 : 125.845536 486.447687 
773 : 306.544903 116.629932 
774 : 119.842883 443.786459 
775 : 254.988837 325.274138 
776 : 290.715290 199.919282 
777 : 284.210107 207.675597 
778 : 265.994621 76.093086 
779 : 137.793135 12.492990 
780 : 298.956888 41.097396 
781 : 311.432473 78.106247 
782 : 270.854188 488.144453 
783 : 74.029157 83.804718 
784 : 122.020112 363.902091 
785 : 125.592361 110.311720 
786 : 399.303061 128.146715 
787 : 314.316331 248.900537 
788 : 280.185232 1.617120 
789 : 333.672981 21.517703 
790 : 146.259184 292.261935 
791 : 331.875294 439.696065 
792 : 306.670311 103.092723 
793 : 258.899769 482.701038 
794 : 12.360370 259.516528 
795 : 399.815512 328.110644 
796 : 310.728740 98.783151 
797 : 130.983298 45.967754 
798 : 17.113847 225.165861 
799 : 184.790601 149.620092 
800 : 229.142880 270.390255 
801 : 210.885521 310.563174 
802 : 102.115958 147.132651 
803 : 323.868376 165.043446 
804 : 301.977692 0.024697 
805 : 283.334328 43.308464 
806 : 328.411686 477.648810 
807 : 133.222547 93.306185 
808 : 195.425910 348.416664 
809 : 392.403178 336.190148 
810 : 377.994822 192.310007 
811 : 61.007776 384.781194 
812 : 397.858801 129.095174 
813 : 250.802596 105.337661 
814 : 32.833120 394.002611 
815 : 178.320317 429.347277 
816 : 122.424067 149.937322 
817 : 179.477623 412.272692 
818 : 108.945192 250.435308 
819 : 95.528323 167.214160 
820 : 382.718448 73.280049 
821 : 336.096847 131.387163 
822 : 352.846693 324.880531 
823 : 370.685113 39.403775 
824 : 381.314347 405.508567 
825 : 25.008521 292.726020 
826 : 363.112061 374.591425 
827 : 347.428131 325.294035 
828 : 4.420404 485.781897 
829 : 96.381135 488.878958 
830 : 371.991699 350.592912 
831 : 184.070210 60.803451 
832 : 179.099032 407.616083 
833 : 28.613329 366.547445 
834 : 201.164235 465.933799 
835 : 152.310147 48.773876 
836 : 139.661174 381.722275 
837 : 2.628668 191.129233 
838 : 307.895035 245.498918 
839 : 388.298950 280.852532 
840 : 146.224373 57.118019 
841 : 173.933843 45.387347 
842 : 348.357856 273.843896 
843 : 36.246670 47.501710 
844 : 383.495981 73.802396 
845 : 209.546313 447.794211 
846 : 131.089468 130.690419 
847 : 196.402698 425.953661 
848 : 283.660694 18.970063 
849 : 76.375775 266.462826 
850 : 224.992586 362.984947 
851 : 247.072485 3.253461 
852 : 60.832963 391.214699 
853 : 381.031529 207.086488 
854 : 83.977639 94.893008 
855 : 350.548697 334.441390 
856 : 92.970841 468.611319 
857 : 183.471548 149.749714 
858 : 361.889325 455.536833 
859 : 234.585850 184.847746 
860 : 15.926754 266.313439 
861 : 110.956337 307.501906 
862 : 100.549128 213.789110 
863 : 85.943510 64.637727 
864 : 270.452876 326.513453 
865 : 221.326380 384.904836 
866 : 81.114965 262.095022 
867 : 394.444177 308.950013 
868 : 11.380293 159.352667 
869 : 260.233444 296.753395 
870 : 38.890779 436.404418 
871 : 153.103444 458.682685 
872 : 129.732557 147.052166 
873 : 35.834048 294.324485 
874 : 108.283376 206.979429 
875 : 359.133156 284.210346 
876 : 270.812914 381.214933 
877 : 199.279712 298.204158 
878 : 184.301121 204.902182 
879 : 220.310238 456.285077 
880 : 132.270602 81.587683 
881 : 74.608903 74.594525 
882 : 46.060651 302.852054 
883 : 234.358004 410.337144 
884 : 145.735405 191.319483 
885 : 30.131254 244.670589 
886 : 132.240820 130.343604 
887 : 237.649792 105.759667 
888 : 200.736581 291.796505 
889 : 312.519855 404.536669 
890 : 329.358337 216.541289 
891 : 358.886567 250.585310 
892 : 227.832283 337.621323 
893 : 15.998754 380.068330 
894 : 382.994613 258.675839 
895 : 359.755748 321.171915 
896 : 60.936867 56.200581 
897 : 266.469640 104.760203 
898 : 23.068579 241.967334 
899 : 347.227655 314.295370 
900 : 227.318809 433.931306 
901 : 124.385670 85.960735 
902 : 41.349313 350.535614 
903 : 21.277356 275.358733 
904 : 388.028073 466.764209 
905 : 37.672778 295.019828 
906 : 262.361493 470.009911 
907 : 148.326948 438.815562 
908 : 223.391780 185.722024 
909 : 339.756940 222.455847 
910 : 318.417305 112.543256 
911 : 289.300832 246.524766 
912 : 228.499567 412.782098 
913 : 154.050668 81.791827 
914 : 350.875857 455.770918 
915 : 298.619726 427.148816 
916 : 27.046595 42.089038 
917 : 16.497893 469.863911 
918 : 340.661559 478.701000 
919 : 234.791797 473.215587 
920 : 264.403570 162.300257 
921 : 235.191358 100.050568 
922 : 103.048460 172.176443 
923 : 272.195149 390.679301 
924 : 358.098942 432.679327 
925 : 152.451599 479.306466 
926 : 125.735697 119.108185 
927 : 63.098481 410.375635 
928 : 268.367230 378.729789 
929 : 212.687351 173.860716 
930 : 324.374434 240.179840 
