Number of nodes 10000 
88 : 29.034790 15.418863 
89 : 13.577832 1.547595 
90 : 10.907249 10.072755 
91 : 6.810984 3.371489 
92 : 26.560729 0.007612 
93 : 21.434066 31.821473 
94 : 33.164377 40.137697 
95 : 10.694483 19.716903 
96 : 7.046231 13.136793 
97 : 17.247455 14.191418 
98 : 19.026202 35.682216 
99 : 31.408836 9.707234 
100 : 5.226064 29.004022 
101 : 2.054229 12.373623 
102 : 25.100259 46.795340 
103 : 1.163502 28.227841 
104 : 5.447784 43.980455 
105 : 27.782224 49.633807 
106 : 20.627158 47.312646 
107 : 21.703297 23.918814 
108 : 32.339340 6.249712 
109 : 31.747441 3.207799 
110 : 20.074683 19.333244 
111 : 11.065282 27.912285 
112 : 4.786598 46.121461 
113 : 35.463910 46.715423 
114 : 38.811560 41.240597 
115 : 37.701053 9.179106 
116 : 25.525125 19.655405 
117 : 3.623606 45.639107 
118 : 2.988325 26.708515 
119 : 7.298037 22.573080 
120 : 1.267506 14.279827 
121 : 28.997452 31.138705 
122 : 5.766352 9.088624 
123 : 25.437073 46.357296 
124 : 31.593902 35.698681 
125 : 22.650125 41.618388 
126 : 15.096557 24.824130 
127 : 32.863445 48.160844 
128 : 12.195233 42.165710 
129 : 12.774924 5.694878 
130 : 31.399196 46.808964 
131 : 20.149457 34.418217 
132 : 10.439869 15.355590 
133 : 29.299021 43.032728 
134 : 6.517999 47.422925 
135 : 36.843009 34.092061 
136 : 8.888939 28.159755 
137 : 3.344349 7.498704 
138 : 2.948062 49.310513 
139 : 30.782066 40.751193 
140 : 32.707081 45.610999 
141 : 29.617021 34.198295 
142 : 30.329951 15.151540 
143 : 38.447799 36.589871 
144 : 18.656998 13.810518 
145 : 31.479860 30.761936 
146 : 16.902723 14.742606 
147 : 37.749198 25.913774 
148 : 0.052576 36.946189 
149 : 39.250716 37.201054 
150 : 22.807767 20.172972 
151 : 13.858822 8.046421 
152 : 22.300122 1.120048 
153 : 11.991388 5.293928 
154 : 6.362913 46.599951 
155 : 26.610251 30.777473 
156 : 27.368111 31.664200 
157 : 31.696374 0.334358 
158 : 13.944978 10.743284 
159 : 10.002989 4.050161 
160 : 13.800135 8.073241 
161 : 13.145304 4.590178 
162 : 37.099421 6.706665 
163 : 30.242897 3.589809 
164 : 11.529545 13.442367 
165 : 24.247195 2.003335 
166 : 30.641175 37.204005 
167 : 33.846094 47.241657 
168 : 36.079248 11.068027 
169 : 23.828286 30.028268 
170 : 2.741446 21.804662 
171 : 8.721735 8.678027 
172 : 34.776340 9.744699 
173 : 16.568714 9.456042 
174 : 26.448366 46.494583 
175 : 31.339394 24.527190 
176 : 9.915440 39.816221 
177 : 22.177012 9.239956 
178 : 9.183416 11.389226 
179 : 0.276511 42.490419 
180 : 30.665576 24.714354 
181 : 0.873330 49.286934 
182 : 15.724137 8.611331 
183 : 10.101606 47.505153 
184 : 8.168677 19.116755 
185 : 26.491179 22.381668 
186 : 36.589683 17.994565 
187 : 0.276102 7.223351 
188 : 29.856928 40.831946 
189 : 31.986832 9.085574 
190 : 36.311958 41.648640 
191 : 38.982957 20.314782 
192 : 4.794540 21.072540 
193 : 20.758791 26.662709 
194 : 32.878992 21.515874 
195 : 25.480912 0.121065 
196 : 38.156415 33.232971 
197 : 37.877055 12.839396 
198 : 38.664210 29.596169 
199 : 2.693768 17.892481 
200 : 17.501392 27.402684 
201 : 12.833598 39.034429 
202 : 5.362082 27.944017 
203 : 5.383406 15.084617 
204 : 32.237906 23.030741 
205 : 20.990571 46.045916 
206 : 37.770279 44.309052 
207 : 39.533603 43.973691 
208 : 16.395767 48.517155 
209 : 14.847515 37.615259 
210 : 9.074164 0.777165 
211 : 17.841238 49.617096 
212 : 10.648858 22.788158 
213 : 18.363856 26.024913 
214 : 17.316213 4.444651 
215 : 10.384937 39.255229 
216 : 5.348580 35.884692 
217 : 16.769137 27.270079 
218 : 20.274420 37.206784 
219 : 12.972982 34.366165 
220 : 27.387552 30.564678 
221 : 17.723740 4.117076 
222 : 17.426523 18.850123 
223 : 31.720941 20.248482 
224 : 32.622255 34.368900 
225 : 30.084506 20.250734 
226 : 31.570238 27.723334 
227 : 20.050698 30.913274 
228 : 22.207277 20.873088 
229 : 25.229990 42.243938 
230 : 3.919567 27.575496 
231 : 9.827047 40.657489 
232 : 24.629006 15.769750 
233 : 12.198398 42.968151 
234 : 30.678704 10.868253 
235 : 10.689164 5.767784 
236 : 1.580252 4.293575 
237 : 11.862471 7.731629 
238 : 22.254599 40.109003 
239 : 38.762979 48.223612 
240 : 27.564988 9.839607 
241 : 28.715256 38.902479 
242 : 22.361165 1.324143 
243 : 21.334168 5.693944 
244 : 35.028960 9.331129 
245 : 15.723944 46.270264 
246 : 18.322678 27.485497 
247 : 8.329808 1.558663 
248 : 30.290927 43.827772 
249 : 21.867681 47.510616 
250 : 14.295528 24.140042 
251 : 28.039912 21.645069 
252 : 4.368900 30.990384 
253 : 0.264431 11.512810 
254 : 23.892083 35.027424 
255 : 26.367043 49.049625 
256 : 23.200257 8.175760 
257 : 36.398064 31.539230 
258 : 25.440246 32.089562 
259 : 21.022450 31.826360 
260 : 10.384923 49.360738 
261 : 2.046835 19.345698 
262 : 29.278005 13.086226 
263 : 6.571656 22.890432 
264 : 11.215880 5.718712 
265 : 10.377098 17.905243 
266 : 21.883838 39.267450 
267 : 21.650739 15.255775 
268 : 31.524527 36.533700 
269 : 34.784222 32.253893 
270 : 31.501621 41.968278 
271 : 38.777114 26.030513 
272 : 7.218724 19.070458 
273 : 37.223959 30.962262 
274 : 1.806075 30.238011 
275 : 9.625835 26.777733 
276 : 0.354201 36.505582 
277 : 26.863741 18.815664 
278 : 36.192529 6.087094 
279 : 22.896652 18.346116 
280 : 6.218452 40.538986 
281 : 20.094697 44.885198 
282 : 22.709315 17.335713 
283 : 7.530871 0.795150 
284 : 12.967859 1.439167 
285 : 28.641494 42.482114 
286 : 22.117148 46.977951 
287 : 5.691270 38.135288 
288 : 15.214542 48.290132 
289 : 15.862770 24.635879 
290 : 23.069668 27.747158 
291 : 0.776060 32.611859 
292 : 23.103202 48.656453 
293 : 37.287844 45.186483 
294 : 4.274911 1.252237 
295 : 29.285990 28.716151 
296 : 38.820911 36.468788 
297 : 24.355422 7.583515 
298 : 28.786624 2.474121 
299 : 12.110093 26.746934 
300 : 18.360896 1.993401 
301 : 1.921145 24.998987 
302 : 15.414084 10.516721 
303 : 14.468655 23.799537 
304 : 11.503362 32.702469 
305 : 32.668509 2.448640 
306 : 18.021124 42.915667 
307 : 32.265301 1.975413 
308 : 31.606917 32.027741 
309 : 11.318315 25.321727 
310 : 2.732370 28.855796 
311 : 2.197229 43.952733 
312 : 25.500906 9.217672 
313 : 16.971423 10.072867 
314 : 36.221254 6.598023 
315 : 16.692835 41.110338 
316 : 6.162333 36.767150 
317 : 21.599971 44.674378 
318 : 37.483655 7.984244 
319 : 26.438203 21.114599 
320 : 15.786298 31.445387 
321 : 10.359622 29.839066 
322 : 33.916486 14.786973 
323 : 37.802243 39.101201 
324 : 15.079993 19.088612 
325 : 2.691207 49.238560 
326 : 7.263271 10.256399 
327 : 23.029905 38.987515 
328 : 7.435401 42.250990 
329 : 11.657934 23.064256 
330 : 18.466564 33.956273 
331 : 13.879098 39.857744 
332 : 12.726629 11.778740 
333 : 18.396583 37.611486 
334 : 9.435797 46.003108 
335 : 1.110082 49.731920 
336 : 26.338138 44.148154 
337 : 6.352143 25.170095 
338 : 32.106504 0.294010 
339 : 16.343191 0.754319 
340 : 13.095675 4.796842 
341 : 29.840589 39.348010 
342 : 29.854077 27.679630 
343 : 6.958199 35.975957 
344 : 4.701792 11.423924 
345 : 6.961501 0.634595 
346 : 25.096367 6.011192 
347 : 33.675610 31.648912 
348 : 20.403314 0.760540 
349 : 6.630550 47.013290 
350 : 28.572211 49.978290 
351 : 36.281492 18.910929 
352 : 8.741510 44.760291 
353 : 34.838458 29.502502 
354 : 8.473438 41.752783 
355 : 33.466598 24.117295 
356 : 34.372068 2.972052 
357 : 20.935099 23.016814 
358 : 19.094512 15.935526 
359 : 35.595325 45.508022 
360 : 2.603048 44.893057 
361 : 20.378245 32.558404 
362 : 24.831918 12.302656 
363 : 29.342698 11.701227 
364 : 9.199849 27.421750 
365 : 0.874875 19.641168 
366 : 5.559556 37.739739 
367 : 30.780298 19.628638 
368 : 38.790607 13.271027 
369 : 15.471777 17.344561 
370 : 39.737112 46.713132 
371 : 13.055739 18.692661 
372 : 5.486441 24.126323 
373 : 15.390145 11.910730 
374 : 22.505433 26.562453 
375 : 25.353417 10.506087 
376 : 21.664255 14.760353 
377 : 12.599737 26.599298 
378 : 6.373069 25.379215 
379 : 6.104649 24.956025 
380 : 5.478031 45.574876 
381 : 28.392125 36.517170 
382 : 18.594579 44.985609 
383 : 4.530847 40.246242 
384 : 28.035154 22.396710 
385 : 7.199445 11.750287 
386 : 32.146723 3.356186 
387 : 20.558244 14.209938 
388 : 21.937534 21.586896 
389 : 8.313790 22.756217 
390 : 31.383555 48.967594 
391 : 21.059585 46.345282 
392 : 22.840935 29.878687 
393 : 16.881630 29.183993 
394 : 28.846252 5.653603 
395 : 2.925532 19.959985 
396 : 23.794477 47.143963 
397 : 34.479095 10.716233 
398 : 17.952042 8.522619 
399 : 26.103096 17.344231 
400 : 12.138925 31.009463 
401 : 24.297598 21.786764 
402 : 11.156092 20.791404 
403 : 31.982494 14.259813 
404 : 31.846765 45.254475 
405 : 38.163476 34.138892 
406 : 17.773527 5.213153 
407 : 18.275313 4.173925 
408 : 23.992686 0.669699 
409 : 33.704873 45.938079 
410 : 1.248018 18.378646 
411 : 7.490806 21.101249 
412 : 37.743776 28.785479 
413 : 37.916886 9.301153 
414 : 18.119376 1.111318 
415 : 32.433302 32.900028 
416 : 37.155168 22.932468 
417 : 26.908691 9.999441 
418 : 14.893291 9.825976 
419 : 16.227828 34.678706 
420 : 17.552957 37.370858 
421 : 27.145968 27.166714 
422 : 18.602813 26.292814 
423 : 38.130567 20.335721 
424 : 14.187919 27.848616 
425 : 13.560834 36.531545 
426 : 35.834402 14.675592 
427 : 21.817370 39.227756 
428 : 29.971349 3.790944 
429 : 4.995088 23.584023 
430 : 18.129393 19.957806 
431 : 2.989978 45.555586 
432 : 26.533625 21.401112 
433 : 28.146066 47.254207 
434 : 36.758023 20.226464 
435 : 26.402876 12.124833 
436 : 27.604197 43.630961 
437 : 34.148944 24.699415 
438 : 18.716069 21.178692 
439 : 18.339147 27.618323 
440 : 32.244167 12.428449 
441 : 32.990689 12.857945 
442 : 7.617444 10.486771 
443 : 1.026928 29.031166 
444 : 2.272598 41.757544 
445 : 5.717423 42.633000 
446 : 6.856750 32.194854 
447 : 25.033791 49.250388 
448 : 1.180608 48.949097 
449 : 18.893291 34.131308 
450 : 27.137711 39.273887 
451 : 4.591559 17.439895 
452 : 9.442557 39.025735 
453 : 11.563224 2.319867 
454 : 6.910252 17.641632 
455 : 12.948245 17.849891 
456 : 32.044404 6.486752 
457 : 11.985348 49.112314 
458 : 31.025029 20.787692 
459 : 22.110833 20.324263 
460 : 22.187669 39.134537 
461 : 29.225891 21.660204 
462 : 30.944993 28.813907 
463 : 36.033884 32.523417 
464 : 5.526686 1.650539 
465 : 31.763073 20.200584 
466 : 7.576535 47.947212 
467 : 1.158975 29.775989 
468 : 5.095488 46.653922 
469 : 5.349427 46.852040 
470 : 5.132438 37.786957 
471 : 37.410392 26.945709 
472 : 10.929202 41.214567 
473 : 37.707170 0.537342 
474 : 25.526020 37.325948 
475 : 34.901233 5.151739 
476 : 14.682930 2.420539 
477 : 9.448076 9.284556 
478 : 7.492730 23.641985 
479 : 21.825971 0.481781 
480 : 10.204658 42.909024 
481 : 12.232944 23.674476 
482 : 0.621945 7.496738 
483 : 23.499524 12.272732 
484 : 38.502332 2.839557 
485 : 33.993907 10.262240 
486 : 0.317612 23.274457 
487 : 25.361022 23.048759 
488 : 14.371645 17.552804 
489 : 4.562385 22.050139 
490 : 21.632717 16.470352 
491 : 16.656855 28.604863 
492 : 20.683940 49.617665 
493 : 35.444915 35.892541 
494 : 5.975836 18.049777 
495 : 17.387061 28.636427 
496 : 2.361552 19.016731 
497 : 15.241202 18.604163 
498 : 28.894779 21.213732 
499 : 3.804769 37.156345 
500 : 26.687616 18.004024 
501 : 11.856022 31.324463 
502 : 23.942511 42.643485 
503 : 6.074080 6.001238 
504 : 17.455084 8.717133 
505 : 0.507292 47.531390 
506 : 9.160918 48.875074 
507 : 10.547186 12.600244 
508 : 20.455409 14.231023 
509 : 8.603396 41.914316 
510 : 13.844392 40.105037 
511 : 29.912684 18.498066 
512 : 16.544778 18.140549 
513 : 2.230102 13.587064 
514 : 15.601126 12.973465 
515 : 18.979358 49.719719 
516 : 33.012829 2.313166 
517 : 12.145743 33.816656 
518 : 32.871606 25.084232 
519 : 22.627191 5.664400 
520 : 2.175265 23.065733 
521 : 10.400567 35.931525 
522 : 23.564142 48.030140 
523 : 19.189345 26.445005 
524 : 7.946025 46.770835 
525 : 9.560506 49.479347 
526 : 31.207739 23.285794 
527 : 24.692397 18.189823 
528 : 5.765152 4.516793 
529 : 28.645281 42.210188 
530 : 16.060257 20.685303 
531 : 18.495415 37.867922 
532 : 28.291280 27.701670 
533 : 16.048422 23.812013 
534 : 0.575416 13.329523 
535 : 2.985618 6.763874 
536 : 23.642727 3.885039 
537 : 17.840061 42.329672 
538 : 37.064824 16.852148 
539 : 3.795734 33.699690 
540 : 15.016751 5.221638 
541 : 21.839955 29.368294 
542 : 4.467135 5.740146 
543 : 36.178529 12.467267 
544 : 25.331080 20.708636 
545 : 36.216466 35.773337 
546 : 25.222118 43.483529 
547 : 0.569131 40.771395 
548 : 12.659111 11.622461 
549 : 4.474830 17.316762 
550 : 25.178525 48.030618 
551 : 2.428378 15.065640 
552 : 26.959797 7.709814 
553 : 19.097563 37.221824 
554 : 12.221832 14.144741 
555 : 20.653319 16.441972 
556 : 28.281130 0.066595 
557 : 32.544439 28.195675 
558 : 12.632334 22.206683 
559 : 12.452087 8.068149 
560 : 13.799075 35.173104 
561 : 26.652196 27.201554 
562 : 34.442865 12.730986 
563 : 30.471170 19.655542 
564 : 35.033503 12.230954 
565 : 34.849420 29.134449 
566 : 6.911616 2.637174 
567 : 34.008959 30.114634 
568 : 38.383535 1.998540 
569 : 30.808280 43.120509 
570 : 35.000614 17.155493 
571 : 2.696539 5.611673 
572 : 25.871689 29.671329 
573 : 12.963864 31.503837 
574 : 25.613876 39.069021 
575 : 35.190041 36.825706 
576 : 14.945507 39.579857 
577 : 30.669502 32.435567 
578 : 6.723466 45.595416 
579 : 20.788987 30.303805 
580 : 25.098224 36.822280 
581 : 28.556547 35.662576 
582 : 12.255844 34.499360 
583 : 10.547484 45.993494 
584 : 36.640140 48.477297 
585 : 24.601371 16.446304 
586 : 3.727002 4.740787 
587 : 25.107888 40.326636 
588 : 7.681121 34.136740 
589 : 31.078588 8.662349 
590 : 34.580020 24.050497 
591 : 13.343264 46.966925 
592 : 5.416560 6.903618 
593 : 30.618686 32.982699 
594 : 12.744549 9.701963 
595 : 10.095180 31.324199 
596 : 8.002984 31.036753 
597 : 2.760394 22.048859 
598 : 22.076429 32.947367 
599 : 16.152465 22.357611 
600 : 30.004632 42.580220 
601 : 19.487340 35.366258 
602 : 15.391445 21.427305 
603 : 2.456340 31.009850 
604 : 8.547660 32.059616 
605 : 21.754935 44.387506 
606 : 16.425784 49.680223 
607 : 36.038528 36.417690 
608 : 2.251581 25.291139 
609 : 17.740370 2.446449 
610 : 21.512501 5.410932 
611 : 5.362424 42.914816 
612 : 21.637889 45.797224 
613 : 34.294728 33.582992 
614 : 7.920695 23.116779 
615 : 6.224364 48.069486 
616 : 2.455111 3.995862 
617 : 26.442960 19.295674 
618 : 0.744106 0.821811 
619 : 11.644117 29.595357 
620 : 38.952953 28.411815 
621 : 30.585618 0.613535 
622 : 9.747357 29.490265 
623 : 27.284642 18.010827 
624 : 5.514180 1.271734 
625 : 25.192467 48.928988 
626 : 34.280588 6.609704 
627 : 35.991933 27.528828 
628 : 13.934736 43.171904 
629 : 19.452408 34.127034 
630 : 27.180700 1.748460 
631 : 28.164876 22.009894 
632 : 18.435362 21.991356 
633 : 14.570892 38.305586 
634 : 11.210609 49.991964 
635 : 3.048177 12.873299 
636 : 17.784999 44.290716 
637 : 6.628252 2.486079 
638 : 15.949959 16.582789 
639 : 36.823387 36.477684 
640 : 20.453375 24.935089 
641 : 36.565693 27.332980 
642 : 3.677358 11.231968 
643 : 39.721487 6.149033 
644 : 3.857345 24.260600 
645 : 12.525900 43.702115 
646 : 31.415004 32.071263 
647 : 24.096010 22.411863 
648 : 18.636334 6.857188 
649 : 11.925254 7.057963 
650 : 5.326911 49.129789 
651 : 11.800358 48.594213 
652 : 6.665083 21.444627 
653 : 12.684158 37.801926 
654 : 4.393587 27.929532 
655 : 33.283518 37.832720 
656 : 38.863710 48.796005 
657 : 8.730851 2.093702 
658 : 28.243105 17.550175 
659 : 1.560548 23.832398 
660 : 24.651805 8.746767 
661 : 26.774567 17.795227 
662 : 1.488061 44.423473 
663 : 0.133382 3.457652 
664 : 5.698574 4.637372 
665 : 34.496218 10.290209 
666 : 11.041497 30.759949 
667 : 21.267661 13.671603 
668 : 20.888852 37.389269 
669 : 22.704709 15.286317 
670 : 13.321302 38.272218 
671 : 16.536662 12.644287 
672 : 16.573926 33.550799 
673 : 39.356871 6.595705 
674 : 2.309572 47.122420 
675 : 15.861715 22.229159 
676 : 31.652823 17.899767 
677 : 23.767419 8.490048 
678 : 12.382524 24.953703 
679 : 36.072116 22.608310 
680 : 3.725080 3.310799 
681 : 12.761085 44.394084 
682 : 35.478465 45.389206 
683 : 26.297267 39.132716 
684 : 27.380676 23.597178 
685 : 18.957945 39.807115 
686 : 5.649766 43.782369 
687 : 38.036995 33.612578 
688 : 35.305045 3.519137 
689 : 17.497542 6.223595 
690 : 33.398272 21.268309 
691 : 13.005736 39.133288 
692 : 14.705572 29.457327 
693 : 31.793579 23.606795 
694 : 3.972349 1.689424 
695 : 38.071262 9.003677 
696 : 0.058957 46.590983 
697 : 11.815834 29.538200 
698 : 1.938182 25.316775 
699 : 17.709615 10.921943 
700 : 31.593855 47.602552 
701 : 36.540825 18.112976 
702 : 21.330174 22.927338 
703 : 32.163058 41.540507 
704 : 22.506414 39.533251 
705 : 30.035058 22.051137 
706 : 0.369214 31.201690 
707 : 19.071394 47.775413 
708 : 10.013181 33.173933 
709 : 12.316730 13.324547 
710 : 38.677964 36.157742 
711 : 8.352174 28.053894 
712 : 20.819050 48.649033 
713 : 9.021845 15.043632 
714 : 22.687915 24.851025 
715 : 39.926541 14.197705 
716 : 5.274613 3.710400 
717 : 38.187063 5.569859 
718 : 4.955100 3.765347 
719 : 7.449528 49.809601 
720 : 25.860108 29.979884 
721 : 5.126763 39.448401 
722 : 3.252820 43.063432 
723 : 26.369082 41.353413 
724 : 1.095954 46.846187 
725 : 39.407192 1.792673 
726 : 21.573238 6.985539 
727 : 14.953397 36.272104 
728 : 28.269395 43.604708 
729 : 37.896455 18.705164 
730 : 15.291094 10.809376 
731 : 27.716342 28.800505 
732 : 24.082852 1.282338 
733 : 31.010308 2.175246 
734 : 23.673368 46.672464 
735 : 15.047192 20.082596 
736 : 34.025968 39.246038 
737 : 9.029408 12.131428 
738 : 31.878331 30.427136 
739 : 39.875240 44.659195 
740 : 11.252433 31.470993 
741 : 28.415239 46.207344 
742 : 26.585683 49.790229 
743 : 16.593421 7.504494 
744 : 19.930796 1.239845 
745 : 37.964921 45.563205 
746 : 38.127267 7.399873 
747 : 29.316932 4.497153 
748 : 15.387200 35.784680 
749 : 1.603309 8.750720 
750 : 23.317343 7.986080 
751 : 22.588506 23.946607 
752 : 14.207305 47.436583 
753 : 35.208033 37.053507 
754 : 24.981205 33.616673 
755 : 24.960622 3.517262 
756 : 11.829656 15.305274 
757 : 2.987197 46.841653 
758 : 11.748240 42.846850 
759 : 9.389592 44.542369 
760 : 13.835895 29.429346 
761 : 33.939614 8.129316 
762 : 6.414575 8.802256 
763 : 6.314575 37.378181 
764 : 20.346371 47.264291 
765 : 24.132040 32.898989 
766 : 6.455879 27.191599 
767 : 25.418173 29.882654 
768 : 33.757623 11.730145 
769 : 31.290768 40.988387 
770 : 10.582654 39.424777 
771 : 12.587958 29.452981 
772 : 7.327823 21.812989 
773 : 17.898931 27.486971 
774 : 13.067145 17.648435 
775 : 11.192652 49.789560 
776 : 37.270556 18.248180 
777 : 15.987697 48.308725 
778 : 15.176926 1.237044 
779 : 23.713858 38.891956 
780 : 2.740267 22.009106 
781 : 8.209506 31.524996 
782 : 28.944731 15.701235 
783 : 23.005905 46.090764 
784 : 8.009300 11.166231 
785 : 33.739214 18.724314 
786 : 16.949200 15.407219 
787 : 21.790039 1.891124 
788 : 21.118695 30.258484 
789 : 7.404313 41.793218 
790 : 3.267589 29.412612 
791 : 18.563745 18.172740 
792 : 1.222191 6.994259 
793 : 17.399366 5.826686 
794 : 22.314598 49.060872 
795 : 25.551285 27.084617 
796 : 1.368697 4.325495 
797 : 28.396018 12.804811 
798 : 6.772958 10.488751 
799 : 23.735299 15.730490 
800 : 24.322597 45.187580 
801 : 30.894383 26.034815 
802 : 2.250945 8.111801 
803 : 34.189006 7.180610 
804 : 15.371373 3.202654 
805 : 15.984758 42.732273 
806 : 13.016699 48.722839 
807 : 22.215604 46.451255 
808 : 11.816804 20.476011 
809 : 14.644800 45.080561 
810 : 13.961933 24.224861 
811 : 25.208962 23.483692 
812 : 26.577683 8.391410 
813 : 39.683853 4.142924 
814 : 37.774450 31.658063 
815 : 14.013914 15.548946 
816 : 7.719918 23.317702 
817 : 36.783046 10.553471 
818 : 11.547682 0.072286 
819 : 22.034377 39.880563 
820 : 36.772966 18.402371 
821 : 3.601941 0.756879 
822 : 10.307852 35.748923 
823 : 17.081918 10.928938 
824 : 23.108932 34.435863 
825 : 35.980856 12.300361 
826 : 8.729025 13.304243 
827 : 38.681275 6.603541 
828 : 17.359255 17.210517 
829 : 31.392897 37.719499 
830 : 21.009354 44.461932 
831 : 13.251074 35.521819 
832 : 17.263746 12.323751 
833 : 28.716064 22.569467 
834 : 36.648483 46.561214 
835 : 35.601119 30.783379 
836 : 5.388242 12.914499 
837 : 4.796510 31.555159 
838 : 35.738097 34.776610 
839 : 26.123422 20.182994 
840 : 1.611123 9.674093 
841 : 20.188639 15.353711 
842 : 35.778139 34.647726 
843 : 15.429139 31.517978 
844 : 11.682075 12.491199 
845 : 9.361463 2.171101 
846 : 8.037934 26.572573 
847 : 15.212243 8.810072 
848 : 23.791606 26.095102 
849 : 10.735439 43.564107 
850 : 24.897706 30.680641 
851 : 32.182692 13.571606 
852 : 4.158850 42.726981 
853 : 29.169612 7.873007 
854 : 25.943611 12.970932 
855 : 18.986185 33.529024 
856 : 37.316484 11.297870 
857 : 3.857747 41.298326 
858 : 23.964277 16.204814 
859 : 9.342588 24.419329 
860 : 1.293134 38.186188 
861 : 23.194371 36.883775 
862 : 33.687926 31.801297 
863 : 22.275880 12.457047 
864 : 33.595320 36.715841 
865 : 8.198091 16.975257 
866 : 24.850195 15.138392 
867 : 6.960835 6.357099 
868 : 11.581593 0.507015 
869 : 0.740117 46.246439 
870 : 28.059856 45.500310 
871 : 38.083655 19.107396 
872 : 29.960373 35.069603 
873 : 30.269096 33.617096 
874 : 21.683563 6.383707 
875 : 11.282515 10.048452 
876 : 9.794994 45.141327 
877 : 11.452729 44.591815 
878 : 38.525376 18.884087 
879 : 9.227814 12.509645 
880 : 21.492857 30.135074 
881 : 8.200330 31.272527 
882 : 17.361652 0.984144 
883 : 5.688479 40.986630 
884 : 15.023351 25.897229 
885 : 31.742425 45.471712 
886 : 32.512626 5.931248 
887 : 36.151636 47.307452 
888 : 21.615029 46.352241 
889 : 32.714532 4.740251 
890 : 28.336666 20.762869 
891 : 1.728354 16.143116 
892 : 5.837839 42.312678 
893 : 9.333427 47.397516 
894 : 9.868043 36.461029 
895 : 6.811310 34.192486 
896 : 9.402273 32.070595 
897 : 11.018443 15.794130 
898 : 38.064265 36.607339 
899 : 13.866839 7.882420 
900 : 11.892878 38.003535 
901 : 16.177048 4.595495 
902 : 12.089497 48.382700 
903 : 30.292443 30.448317 
904 : 14.389756 44.747622 
905 : 4.995983 9.707327 
906 : 24.687302 49.402897 
907 : 14.220778 12.065743 
908 : 14.517527 11.171048 
909 : 2.739531 20.099897 
910 : 34.686475 39.045318 
911 : 18.315848 41.960601 
912 : 3.104615 20.474989 
913 : 36.196848 20.120027 
914 : 11.267835 38.587502 
915 : 24.555114 12.456234 
916 : 26.474318 43.287053 
917 : 8.000984 34.109303 
918 : 38.399449 48.869649 
919 : 26.604239 9.276195 
920 : 21.651994 10.809138 
921 : 34.758755 15.646093 
922 : 22.281899 37.600602 
923 : 0.855925 18.386830 
924 : 19.307222 30.222800 
925 : 32.319423 19.171745 
926 : 29.440375 27.524391 
927 : 22.892176 19.272121 
928 : 0.359394 33.271752 
929 : 28.731219 0.735708 
930 : 17.977064 40.656223 
