Number of nodes 1000 
176 : 5.758032 22.124848 
177 : 34.024306 22.709291 
178 : 13.514790 47.264100 
179 : 11.007860 10.955948 
180 : 0.240439 44.120140 
181 : 32.076479 0.993771 
182 : 19.896331 17.088244 
183 : 21.513714 38.301372 
184 : 34.836501 17.140185 
185 : 28.913743 30.940320 
186 : 26.723437 22.651058 
187 : 7.153112 0.508130 
188 : 22.019814 29.954058 
189 : 38.395003 30.078417 
190 : 23.840867 32.470873 
191 : 32.342828 17.136032 
192 : 39.381294 24.664963 
193 : 35.436978 35.088697 
194 : 8.553480 44.390130 
195 : 1.385202 2.752892 
196 : 18.044952 4.918098 
197 : 0.551782 32.489139 
198 : 18.948430 38.203545 
199 : 38.047884 49.397947 
200 : 9.958091 6.266240 
201 : 15.456912 18.223859 
202 : 17.257335 33.811505 
203 : 33.235459 18.787909 
204 : 32.985873 43.172925 
205 : 18.119944 14.598838 
206 : 15.222407 6.673750 
207 : 37.034742 33.632526 
208 : 29.633745 10.129249 
209 : 29.505323 43.425760 
210 : 37.876640 37.557866 
211 : 20.403988 20.968982 
212 : 31.675167 0.011553 
213 : 18.086940 7.473187 
214 : 33.967948 13.691715 
215 : 15.617233 43.621251 
216 : 29.535060 30.062557 
217 : 39.057542 16.059423 
218 : 20.931962 14.214654 
219 : 17.196612 21.765790 
220 : 8.286323 45.187953 
221 : 12.936055 46.255282 
222 : 4.434809 25.264623 
223 : 15.008402 31.379090 
224 : 13.196159 35.963196 
225 : 13.684207 1.195644 
226 : 32.684754 28.746625 
227 : 21.267413 2.326723 
228 : 20.844882 21.126569 
229 : 30.972388 23.386713 
230 : 4.810511 1.131399 
231 : 25.018006 3.253702 
232 : 13.865947 46.197817 
233 : 13.384775 26.707143 
234 : 22.984663 18.339823 
235 : 34.557506 18.197309 
236 : 7.942523 7.568683 
237 : 26.898039 7.480430 
238 : 36.073255 17.540105 
239 : 7.966287 16.798305 
240 : 11.931366 39.201392 
241 : 19.860811 24.336961 
242 : 35.596169 23.239901 
243 : 20.056584 6.562628 
244 : 11.079810 44.319574 
245 : 21.358327 33.727871 
246 : 22.969982 41.757982 
247 : 16.512176 32.824397 
248 : 0.590547 49.195849 
249 : 28.110592 48.989494 
250 : 20.269886 12.507651 
251 : 15.250644 31.228535 
252 : 2.597261 36.412121 
253 : 14.343198 24.908516 
254 : 9.370050 42.491415 
255 : 8.140162 9.545910 
256 : 32.551183 6.207189 
257 : 15.737384 0.139521 
258 : 2.143007 7.647639 
259 : 15.002063 26.708041 
260 : 30.999767 25.531680 
261 : 6.611905 19.260794 
262 : 36.488756 15.529823 
263 : 12.768231 0.177772 
264 : 13.191187 40.762122 
265 : 8.169427 31.920923 
266 : 30.688589 22.416969 
267 : 2.798926 12.204289 
268 : 38.001358 40.169254 
269 : 6.328391 41.198544 
270 : 11.457835 42.609532 
271 : 27.485165 23.362588 
272 : 5.645993 48.534949 
273 : 20.483466 42.062201 
274 : 28.853077 3.927410 
275 : 37.153805 11.879944 
276 : 29.284154 40.878544 
277 : 29.993921 20.291436 
278 : 16.292784 23.315611 
279 : 9.579668 47.576811 
280 : 20.834019 48.250265 
281 : 8.763094 38.264243 
282 : 33.695516 28.726680 
283 : 26.517316 45.796251 
284 : 32.649411 24.771620 
285 : 31.755104 8.300619 
286 : 18.764208 16.299883 
287 : 12.380999 14.821805 
288 : 27.503170 27.914925 
289 : 39.474089 3.373840 
290 : 30.797355 3.448892 
291 : 33.183234 8.339229 
292 : 28.243391 47.371913 
293 : 23.813457 40.554421 
294 : 30.114965 35.522785 
295 : 19.868888 48.512278 
296 : 34.605306 49.921339 
297 : 2.721108 49.372740 
298 : 38.741838 7.504329 
299 : 3.950252 47.923940 
300 : 21.879083 26.522952 
301 : 16.118796 3.704326 
302 : 4.281606 15.591045 
303 : 28.966647 44.758539 
304 : 24.547294 41.738416 
305 : 31.318728 0.117438 
306 : 22.664823 32.010492 
307 : 32.452766 40.159129 
308 : 23.071034 12.256538 
309 : 37.761168 3.206112 
310 : 34.858086 13.157416 
311 : 20.304088 5.136018 
312 : 31.552927 24.185951 
313 : 18.921226 20.944223 
314 : 33.152068 19.064450 
315 : 12.899264 44.338256 
316 : 39.045861 21.027876 
317 : 11.128442 14.192393 
318 : 2.913232 2.409057 
319 : 30.048944 10.958299 
320 : 33.247545 11.958801 
321 : 36.893524 1.462924 
322 : 13.080972 35.115546 
323 : 32.162771 0.381778 
324 : 21.530013 30.546034 
325 : 18.531795 20.404477 
326 : 32.830010 12.447334 
327 : 38.076260 32.622986 
328 : 3.050916 16.013854 
329 : 28.346843 5.183606 
330 : 9.397058 26.778245 
331 : 15.955822 8.243512 
332 : 10.724977 44.171935 
333 : 33.300533 33.322851 
334 : 39.814952 42.387125 
335 : 25.990039 38.133053 
336 : 28.158113 40.350689 
337 : 37.292128 31.647622 
338 : 27.506102 35.521365 
339 : 22.734157 34.433177 
340 : 15.233901 16.047393 
341 : 25.383179 26.582425 
342 : 14.529145 43.659698 
343 : 16.304778 2.726984 
344 : 14.747989 25.020039 
345 : 18.735950 21.638161 
346 : 20.136554 45.214125 
347 : 36.421431 31.509168 
348 : 8.257241 49.151811 
349 : 13.544147 29.260017 
350 : 22.965025 42.031826 
351 : 19.477298 23.440689 
352 : 10.488759 27.261116 
353 : 23.183739 8.955206 
354 : 35.133108 31.723085 
355 : 2.438009 48.147939 
356 : 17.635059 26.700688 
357 : 3.370320 23.980713 
358 : 22.529505 39.683304 
359 : 21.572423 4.635686 
360 : 30.722316 44.039977 
361 : 9.323611 0.193677 
362 : 23.494470 25.576455 
363 : 18.358955 33.923182 
364 : 34.439261 28.287382 
365 : 26.433444 23.922932 
366 : 14.155167 16.025642 
367 : 13.887452 30.078990 
368 : 10.148724 45.657637 
369 : 38.101126 34.125891 
370 : 11.928040 47.336674 
371 : 6.336243 4.954450 
372 : 14.451882 25.551446 
373 : 29.665164 5.506417 
374 : 28.236000 27.263094 
375 : 28.035687 34.439295 
376 : 0.249031 7.370849 
377 : 14.973824 38.878052 
378 : 36.059825 19.952562 
379 : 12.733793 44.914997 
380 : 23.883317 15.352194 
381 : 11.911807 3.052557 
382 : 5.000575 10.973557 
383 : 15.534227 4.141647 
384 : 32.707510 47.519767 
385 : 39.247028 0.818533 
386 : 34.479593 5.733422 
387 : 3.352835 0.620497 
388 : 13.508480 10.811366 
389 : 9.445167 0.571376 
390 : 12.712216 32.122463 
391 : 39.377936 25.849547 
392 : 21.930036 12.277107 
393 : 29.970050 9.687367 
394 : 33.674069 4.543529 
395 : 6.675588 18.422083 
396 : 36.123904 0.389646 
397 : 4.204965 30.135066 
398 : 29.803724 23.942737 
399 : 29.174878 15.405884 
400 : 28.698784 37.222222 
401 : 5.337271 41.967464 
402 : 17.831560 13.121596 
403 : 20.351489 25.711903 
404 : 21.219612 22.338706 
405 : 34.388682 17.060557 
406 : 27.108996 41.957090 
407 : 32.233530 49.124625 
408 : 21.249715 31.323225 
409 : 38.235834 9.063759 
410 : 2.667078 6.150851 
411 : 21.660721 28.998435 
412 : 11.266414 16.426790 
413 : 19.236013 13.409319 
414 : 27.394551 27.511955 
415 : 8.330336 9.025845 
416 : 24.326440 33.924593 
417 : 13.047047 2.784425 
418 : 35.233888 1.702859 
419 : 5.335785 14.325923 
420 : 4.096312 3.869502 
421 : 38.364676 45.028615 
422 : 6.116080 42.330297 
423 : 6.101523 19.784924 
424 : 6.222104 8.460763 
425 : 3.582776 21.522616 
426 : 18.176982 20.810907 
427 : 26.755828 36.438174 
428 : 33.252067 20.323684 
429 : 31.609405 47.590373 
430 : 28.508437 45.599251 
431 : 18.903900 47.570716 
432 : 28.343526 17.300060 
433 : 38.322379 14.512210 
434 : 20.231022 44.335038 
435 : 12.202125 10.501540 
436 : 31.592447 6.543827 
437 : 9.455479 26.025794 
438 : 9.372113 45.273137 
439 : 18.587976 20.126512 
440 : 24.775472 10.788063 
441 : 24.613176 3.936974 
442 : 4.904956 46.652993 
443 : 4.951741 30.143578 
444 : 11.378360 18.874609 
445 : 29.429312 33.246572 
446 : 16.452324 39.609513 
447 : 33.159276 16.674606 
448 : 37.404565 34.632943 
449 : 15.962666 10.190784 
450 : 2.088455 47.935680 
451 : 22.847444 35.591623 
452 : 29.906799 8.345330 
453 : 12.809742 22.138859 
454 : 19.717373 31.649678 
455 : 8.866110 46.498359 
456 : 37.570950 26.466548 
457 : 19.292212 31.323721 
458 : 21.599843 34.040946 
459 : 8.842284 46.159876 
460 : 3.837800 7.641707 
461 : 2.406617 20.286040 
462 : 32.780355 15.623800 
463 : 30.859132 34.694948 
464 : 7.827829 44.534394 
465 : 35.804726 24.533548 
466 : 27.372006 40.291175 
467 : 26.273859 16.321945 
468 : 39.615248 27.493957 
469 : 1.347672 19.439217 
470 : 16.970131 44.841450 
471 : 19.599347 33.806004 
472 : 23.340179 41.419847 
473 : 3.330790 5.504442 
474 : 26.406185 13.961367 
475 : 2.092209 38.381808 
476 : 22.273221 10.802830 
477 : 28.481010 1.703106 
478 : 19.516425 21.827595 
479 : 24.704026 46.843186 
480 : 8.551103 13.104448 
481 : 25.826346 28.487275 
482 : 15.225692 17.977652 
483 : 4.148514 1.341931 
484 : 15.100461 25.020960 
485 : 10.514432 41.350745 
486 : 9.651425 12.949121 
487 : 24.916962 2.294250 
488 : 20.917110 12.323580 
489 : 16.529510 33.036607 
490 : 8.711681 16.470485 
491 : 34.342145 32.974812 
492 : 34.440330 0.650206 
493 : 11.357560 35.903393 
494 : 24.615714 19.555941 
495 : 31.179580 1.675263 
496 : 38.193892 20.300770 
497 : 36.784130 35.815382 
498 : 15.392628 46.066821 
499 : 6.505721 49.200787 
500 : 31.870057 49.171044 
501 : 4.552687 44.815305 
502 : 6.352972 43.285160 
503 : 14.233125 40.048049 
504 : 33.910343 27.748943 
505 : 23.311248 20.943607 
506 : 23.447107 6.356125 
507 : 37.033520 32.731037 
508 : 23.003131 43.198246 
509 : 0.399096 13.729922 
510 : 32.375091 42.008197 
511 : 24.352334 3.537762 
512 : 19.196547 18.939604 
513 : 10.737606 13.408472 
514 : 10.323855 7.646059 
515 : 19.240381 31.549979 
516 : 9.093659 15.818741 
517 : 1.944092 47.955593 
518 : 6.769673 24.933699 
519 : 10.337852 36.930426 
520 : 7.916402 0.637783 
521 : 24.227723 30.267659 
522 : 32.948146 28.822566 
523 : 32.424599 40.368941 
524 : 32.089481 32.748403 
525 : 28.324535 43.911420 
526 : 34.375114 45.118646 
527 : 31.243381 7.611643 
528 : 8.151874 9.629004 
529 : 39.733730 39.548782 
530 : 3.744981 3.035255 
531 : 26.024742 19.491360 
532 : 8.607061 14.998293 
533 : 9.754924 36.708995 
534 : 13.587512 5.210463 
535 : 7.914494 39.628774 
536 : 20.273335 39.136447 
537 : 38.030319 26.619885 
538 : 15.784289 12.667617 
539 : 23.378594 3.547729 
540 : 24.261490 31.290167 
541 : 28.585715 1.234074 
542 : 16.061454 3.102125 
543 : 34.347641 6.480599 
544 : 36.819399 22.530704 
545 : 30.033556 33.616792 
546 : 11.423668 42.805542 
547 : 31.872632 24.922271 
548 : 5.710633 2.439225 
549 : 20.182008 15.691618 
550 : 24.427518 32.081558 
551 : 28.151869 39.319332 
552 : 15.333597 14.457525 
553 : 29.147337 24.893401 
554 : 35.491387 40.921731 
555 : 2.233933 29.756415 
556 : 5.528654 26.821230 
557 : 34.522599 16.543657 
558 : 16.869859 20.584511 
559 : 16.452567 39.700312 
560 : 38.365654 17.160411 
561 : 30.009812 23.130337 
562 : 39.239885 18.391183 
563 : 9.340632 33.978531 
564 : 3.849070 28.388952 
565 : 15.383288 32.588842 
566 : 20.010902 24.555687 
567 : 22.810235 19.922912 
568 : 39.065264 23.874210 
569 : 19.714207 3.329381 
570 : 16.035315 20.551424 
571 : 39.799610 48.454598 
572 : 10.439920 39.036052 
573 : 26.612988 36.450894 
574 : 38.570265 38.282531 
575 : 26.846041 37.829040 
576 : 11.966994 42.163516 
577 : 21.245061 38.507842 
578 : 0.058527 48.933046 
579 : 35.351552 5.567972 
580 : 16.175354 19.803847 
581 : 12.048223 24.603033 
582 : 38.023264 12.904731 
583 : 18.425928 1.848311 
584 : 11.505900 48.719066 
585 : 3.385066 36.321299 
586 : 23.287253 7.398242 
587 : 6.122748 7.394728 
588 : 2.923772 35.241205 
589 : 23.222591 19.049676 
590 : 11.480590 3.820572 
591 : 14.476803 20.542017 
592 : 28.992988 7.149528 
593 : 34.332467 39.946006 
594 : 13.916627 46.512408 
595 : 38.469824 0.235974 
596 : 38.142762 32.502029 
597 : 8.241495 33.926623 
598 : 30.729794 12.681142 
599 : 24.621275 42.159046 
600 : 36.756899 14.697939 
601 : 24.101490 1.343019 
602 : 28.085529 4.665358 
603 : 29.746998 39.894249 
604 : 15.404091 35.570131 
605 : 10.060152 39.170339 
606 : 1.470389 31.196132 
607 : 18.884915 41.270773 
608 : 25.802893 1.751129 
609 : 11.158798 20.273749 
610 : 20.714436 12.483438 
611 : 9.826666 24.044842 
612 : 11.900327 44.041956 
613 : 26.018964 14.034241 
614 : 35.655732 29.957125 
615 : 34.444259 1.311307 
616 : 8.396603 7.759933 
617 : 15.963756 41.695544 
618 : 35.515321 9.744668 
619 : 10.261120 41.489402 
620 : 38.672064 16.903743 
621 : 24.766294 33.555827 
622 : 6.613831 2.618316 
623 : 33.047961 36.715453 
624 : 26.227724 24.974089 
625 : 21.858103 47.164997 
626 : 10.053171 14.488621 
627 : 1.606255 18.828021 
628 : 9.335017 5.687768 
629 : 14.444517 48.242535 
630 : 25.338201 21.625578 
631 : 39.443924 4.228160 
632 : 8.286266 35.833821 
633 : 30.283358 25.339369 
634 : 35.453124 16.404387 
635 : 18.889194 37.676207 
636 : 6.356541 41.800291 
637 : 32.436831 12.685818 
638 : 19.060310 26.721251 
639 : 4.651501 21.758262 
640 : 35.028825 7.885207 
641 : 25.407455 30.024060 
642 : 3.891254 46.872538 
643 : 36.337578 5.387929 
644 : 1.400641 44.999072 
645 : 1.589988 27.523250 
646 : 39.542716 21.367834 
647 : 27.447264 7.619042 
648 : 15.067568 12.377300 
649 : 20.172970 22.368440 
650 : 30.539827 26.639172 
651 : 1.954992 17.732557 
652 : 29.037106 38.655741 
653 : 28.053122 44.084057 
654 : 18.355633 36.704605 
655 : 23.291792 20.321610 
656 : 13.563592 30.208937 
657 : 6.825017 32.055253 
658 : 15.967736 6.373342 
659 : 36.791088 24.809600 
660 : 9.041817 15.523468 
661 : 14.440268 28.928723 
662 : 12.982481 47.180447 
663 : 3.343285 21.346980 
664 : 20.506621 1.656422 
665 : 33.314593 46.471694 
666 : 36.184540 46.249113 
667 : 28.943836 17.915346 
668 : 15.319833 12.999456 
669 : 11.920682 39.342982 
670 : 27.668465 25.579112 
671 : 35.218277 28.126358 
672 : 36.981932 34.239688 
673 : 3.250111 4.619830 
674 : 19.306921 43.628948 
675 : 5.130602 47.146894 
676 : 10.116446 4.829712 
677 : 35.358461 42.294125 
678 : 7.851077 45.469781 
679 : 4.854146 0.567057 
680 : 21.747800 26.184135 
681 : 12.584830 32.517264 
682 : 15.281637 19.257268 
683 : 31.661571 32.465102 
684 : 33.567179 38.142674 
685 : 27.209455 28.784299 
686 : 16.676880 31.595957 
687 : 25.715592 13.910200 
688 : 8.563258 41.991821 
689 : 24.690832 21.341748 
690 : 27.007646 31.581119 
691 : 24.040939 41.673349 
692 : 13.852380 13.509273 
693 : 14.576055 20.040037 
694 : 6.859243 27.712730 
695 : 31.814463 22.193268 
696 : 19.706676 4.519206 
697 : 14.184914 37.219065 
698 : 31.002448 1.630772 
699 : 9.472192 21.487127 
700 : 33.793338 1.863114 
701 : 32.661079 48.789888 
702 : 33.849135 26.116995 
703 : 14.807474 45.481499 
704 : 15.329181 19.162396 
705 : 34.453390 44.222612 
706 : 18.556368 12.750880 
707 : 22.821929 45.452492 
708 : 27.812272 44.728022 
709 : 38.436691 19.925858 
710 : 21.852519 31.251000 
711 : 25.463063 28.379864 
712 : 22.835700 44.725594 
713 : 37.084486 10.708290 
714 : 34.550623 0.192958 
715 : 6.793570 44.029073 
716 : 7.147961 11.756082 
717 : 9.740175 12.243231 
718 : 30.071174 32.045852 
719 : 7.965375 15.226224 
720 : 39.317620 41.281041 
721 : 28.385548 44.184436 
722 : 7.017446 47.268648 
723 : 34.331896 19.539767 
724 : 36.376459 40.066003 
725 : 38.466523 7.855664 
726 : 22.823988 31.258270 
727 : 22.515169 34.949268 
728 : 7.066448 4.293447 
729 : 20.547162 26.558979 
730 : 21.938877 44.428326 
731 : 6.611098 13.183300 
732 : 19.755722 11.739276 
733 : 21.404691 41.982861 
734 : 7.952286 24.777001 
735 : 24.926756 7.618318 
736 : 1.052616 11.538408 
737 : 12.751638 32.897698 
738 : 21.319981 28.147419 
739 : 13.070949 14.591437 
740 : 24.087618 31.115249 
741 : 14.477309 35.795270 
742 : 5.396825 14.036552 
743 : 36.552540 20.613658 
744 : 25.622353 18.110286 
745 : 26.350966 39.069601 
746 : 27.013213 6.774358 
747 : 29.782309 45.103476 
748 : 33.687103 14.481804 
749 : 20.666287 24.977896 
750 : 6.074748 39.179519 
751 : 15.226571 33.853103 
752 : 32.840776 7.490587 
753 : 6.854575 34.830974 
754 : 13.199011 6.450652 
755 : 38.658879 47.297314 
756 : 32.251704 44.320592 
757 : 8.887517 25.750231 
758 : 39.990925 33.970437 
759 : 2.549548 48.839668 
760 : 17.019325 6.273018 
761 : 16.173526 37.612153 
762 : 16.011715 41.352595 
763 : 4.476906 39.071516 
764 : 16.972431 9.544133 
765 : 24.541835 21.432067 
766 : 39.522451 0.722837 
767 : 8.796031 16.264274 
768 : 14.163243 6.735101 
769 : 10.649675 22.525873 
770 : 11.659921 28.613747 
771 : 7.535582 39.601164 
772 : 0.914385 20.986830 
773 : 17.976167 26.626827 
774 : 9.745608 46.285220 
775 : 34.749062 44.954092 
776 : 21.144431 27.241670 
777 : 36.565407 45.056198 
778 : 38.957207 2.591335 
779 : 23.417038 40.430126 
780 : 4.759015 16.745229 
781 : 37.061304 11.434156 
782 : 23.742431 41.120090 
783 : 35.344612 17.411729 
784 : 16.979037 8.273530 
785 : 24.290295 1.406678 
786 : 2.830543 47.768488 
787 : 36.990897 34.014536 
788 : 25.683177 43.028106 
789 : 4.179987 46.954676 
790 : 28.009003 34.009698 
791 : 15.832173 45.871187 
792 : 3.396190 12.834584 
793 : 8.579155 44.280907 
794 : 9.951956 46.002140 
795 : 9.066125 15.003172 
796 : 28.120176 3.669547 
797 : 30.166103 38.369937 
798 : 21.891465 4.247611 
799 : 22.139337 36.438204 
800 : 25.222912 22.394482 
801 : 39.418278 32.562433 
802 : 25.371128 8.475094 
803 : 24.018225 26.572462 
804 : 36.367478 31.690043 
805 : 22.833465 0.704800 
806 : 13.416797 23.518567 
807 : 38.285566 44.316299 
808 : 17.596925 5.701422 
809 : 24.061704 22.127058 
810 : 28.810494 32.977394 
811 : 27.151134 14.738649 
812 : 8.510360 47.518420 
813 : 3.264935 34.714312 
814 : 10.979176 10.340326 
815 : 34.700735 27.738116 
816 : 22.374283 43.963924 
817 : 18.585111 27.892885 
818 : 17.212036 37.616703 
819 : 30.959437 44.745040 
820 : 26.156817 42.092209 
821 : 26.309171 6.542834 
822 : 6.440836 9.457697 
823 : 17.295073 7.681992 
824 : 20.203443 1.445103 
825 : 15.013291 0.454245 
826 : 19.214889 29.822587 
827 : 13.696856 30.452466 
828 : 31.085858 45.946172 
829 : 15.357754 36.678722 
830 : 28.462257 15.057348 
831 : 19.237336 24.778724 
832 : 29.167209 12.908151 
833 : 37.502370 36.642718 
834 : 20.690176 5.838038 
835 : 36.122750 37.302078 
836 : 8.727706 40.489455 
837 : 34.928774 37.261684 
838 : 3.307717 16.857166 
839 : 18.616137 29.216249 
840 : 0.877193 23.447605 
841 : 32.331222 4.363252 
842 : 7.168380 41.435871 
843 : 6.615690 34.297235 
844 : 7.264139 13.366253 
845 : 27.657463 48.474178 
846 : 8.550541 9.188710 
847 : 11.924194 14.997046 
848 : 30.733406 20.559245 
849 : 20.046004 11.824459 
850 : 36.378592 9.752766 
851 : 2.314116 35.268964 
852 : 17.470077 9.027413 
853 : 22.890190 26.116646 
854 : 22.602686 14.808591 
855 : 32.952663 23.139094 
856 : 5.043953 46.261621 
857 : 12.004671 10.794457 
858 : 0.084881 0.050444 
859 : 38.044294 45.330312 
860 : 30.651975 34.002097 
861 : 30.052166 25.747590 
862 : 5.554593 26.103444 
863 : 13.972782 5.145929 
864 : 6.053622 49.844024 
865 : 19.868827 17.948441 
866 : 32.346090 31.262130 
867 : 25.314752 19.668326 
868 : 27.536060 0.383122 
869 : 25.582809 27.264247 
870 : 29.172869 25.455519 
871 : 34.393828 12.338946 
872 : 25.078215 2.269764 
873 : 7.223655 42.086487 
874 : 22.932262 2.412496 
875 : 6.542646 15.816025 
876 : 36.242069 39.170972 
877 : 3.093711 48.620003 
878 : 13.541386 29.323204 
879 : 23.224702 38.902192 
880 : 19.009406 36.384872 
881 : 32.212819 32.549340 
882 : 21.231126 33.230751 
883 : 9.092413 46.938990 
884 : 28.379399 26.754063 
885 : 5.945302 19.922006 
886 : 26.324647 33.522883 
887 : 25.359302 22.026724 
888 : 9.172250 6.643697 
889 : 7.289121 21.960187 
890 : 6.654100 27.382137 
891 : 5.984284 19.756819 
892 : 8.109896 19.913600 
893 : 38.198356 37.567433 
894 : 0.636334 26.117517 
895 : 38.300574 24.521652 
896 : 1.027691 4.433947 
897 : 38.844427 12.542582 
898 : 11.903827 22.377951 
899 : 21.002923 31.898045 
900 : 34.493568 35.472265 
901 : 35.856196 49.630990 
902 : 7.560422 46.609744 
903 : 26.428782 4.611475 
904 : 37.649238 47.676999 
905 : 39.028285 8.139783 
906 : 4.317410 48.522754 
907 : 7.155969 29.850333 
908 : 29.862057 12.011356 
909 : 1.978741 3.514758 
910 : 2.851395 15.002061 
911 : 19.565021 40.677241 
912 : 33.995753 3.835494 
913 : 39.881658 17.723655 
914 : 0.175705 6.600544 
915 : 21.704299 7.908982 
916 : 34.453927 3.107353 
917 : 36.365561 35.092174 
918 : 33.814022 4.324085 
919 : 35.154915 30.839362 
920 : 29.847290 8.688579 
921 : 4.699575 32.570053 
922 : 20.360890 24.934820 
923 : 6.753271 14.225534 
924 : 33.244460 41.527987 
925 : 37.120434 40.917994 
926 : 6.779377 46.908470 
927 : 35.349493 0.016305 
928 : 15.514516 32.019461 
929 : 15.302778 0.367785 
930 : 10.858117 5.321055 
